label,uri
Azomethine imides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002396
Azomethine ylides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002398
Azomethines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002393
Azonic acids and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002399
Azoxy compounds,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002037
Azulenes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000290
B-type proanthocyanidins,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004818
Bacteriohopanoids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001826
Bactoprenol diphosphates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003860
Bactoprenol monophosphates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003859
Bactoprenols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003858
Bakkenolides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002045
Barbituric acid derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000292
Batrachotoxins and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000385
Benzacridines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003017
Benzaldehydes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001345
Benzamides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000178
Benzanilides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004713
Benzarsazines and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002103
Benzarsoles,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000300
Benzazepines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000293
Benzazocines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004007
Benzene and substituted derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002279
Benzenecarbothioic S-acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004355
Benzenediols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001286
Benzenesulfonamides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000031
Benzenesulfonate esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004309
Benzenesulfonic acids and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000032
Benzenesulfonyl chlorides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004234
Benzenesulfonyl compounds,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004233
Benzenesulfonyl halides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004308
Benzenetriols and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001310
Benzenoids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002448
Benzidines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003955
Benzimidazole ribonucleosides and ribonucleotides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000663
Benzimidazoles,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000294
Benzisoxazoles,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002332
Benzisoxazolones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002333
"Benzo-1,2,3-triazines",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004659
"Benzo-1,2-dioxanes",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002700
"Benzo-1,3-dioxanes",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002701
"Benzo-1,4-dioxanes",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002702
"Benzo-2,3-dioxanes",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002703
Benzo-m-dioxins,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001383
Benzo-o-dioxins,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001382
Benzo-p-dioxins,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001379
Benzo[c]quinolizin-3-ones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004422
Benzo[f]quinolin-3-ones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004423
Benzochromones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001736
Benzocycloheptapyridines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002351
Benzodiazepines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000295
Benzodiazines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004789
Benzodifurans,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002740
Benzodioxanes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002699
Benzodioxinopyrroles,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002107
Benzodioxins,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002100
Benzodioxoles,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000296
Benzodithiins,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002804
Benzofuran-2-C-glycosides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003497
Benzofuran-2-O-glycosides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003498
Benzofuran-5-C-glycosides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003499
Benzofuran-5-O-glycosides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003500
Benzofuranones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001578
Benzofurans,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000301
Benzofuranyl 5-alkylsulfonates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004672
Benzoic acid esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001350
Benzoic acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002565
Benzoic acids and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000176
Benzoins,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001331
Benzoisochromanequinones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002355
Benzomorpholines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002108
Benzonitriles,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001530
Benzophenanthridine alkaloids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002665
Benzophenones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000120
Benzopyrans,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000123
Benzopyrazoles,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001629
Benzopyrenes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000316
Benzoquinolines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001908
Benzoquinones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002384
Benzothiadiazines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000308
Benzothiadiazoles,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002323
Benzothiazepines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000317
Benzothiazines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000309
Benzothiazoles,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000311
Benzothiepins,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000231
Benzothiophenes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000312
Benzothiopyrans,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003412
Benzotriazine organothiophosphates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004660
Benzotriazole ribonucleosides and ribonucleotides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001867
Benzotriazoles,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000315
Benzotropolones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004804
Benzoxadiazoles,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001930
Benzoxanthenes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003483
Benzoxathiins,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002059
Benzoxathioles,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001875
Benzoxazepines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000319
Benzoxazines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001396
Benzoxazinones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001437
Benzoxazoles,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000302
Benzoxazolines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000006
Benzoxazolones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001973
Benzoxepines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001910
Benzoyl derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000321
Benzoyl peroxides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004112
"Benzoylcyclohexane-1,3-diones",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004673
Benzoylindoles,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001753
Benzoylpyrazoles,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004704
Benzyl alcohols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000033
Benzyl alkyl sulfoxides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004630
Benzyl bromides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003979
Benzyl chlorides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003980
Benzyl cyanides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001220
Benzyl esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001654
Benzyl fluorides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003982
Benzyl halides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003981
Benzyl isothiocyanates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004548
Benzyl sulfoxides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004629
Benzyl thiocyanates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004549
Benzylamines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002673
Benzylethers,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002542
Benzylisoquinolines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000054
Benzyloxycarbonyls,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001097
Benzylpiperidines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003087
Beta amino acids and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001878
Beta carbolines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001914
Beta hydroxy acids and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001713
Beta ketoaldehydes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001376
Beta lactams,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000162
Beta propiolactones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001243
Beta sultams,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001882
Beta sultims,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002096
Beta sultones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001887
Beta-amino ketones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000280
Beta-diketones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003926
Beta-hydroxy aldehydes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002435
Beta-hydroxy ketones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002913
Beta-keto acids and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001114
Beta-sulfonopeptides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001901
Betacyanins and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001434
Betalains,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001435
Betaxanthins and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000322
Bi- and oligothiophenes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002021
Bicyclic amino acids and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001698
Bicyclic monoterpenoids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001564
Bicyclogermacrane and isolepidozane sesquiterpenoids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003549
Biflavonoids and polyflavonoids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001586
Biflorane and serrulatane diterpenoids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000351
Biguanides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000474
"Bile acids, alcohols and derivatives",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001445
Bilirubins,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001593
Biopterins and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001651
Biotin and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000244
Biphenols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000325
Biphenylbenzimidazoles,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000043
Biphenylcarbonitriles,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001892
Biphenyls and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000041
Biphenyltetrazoles and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000044
Bipyridines and oligopyridines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000326
Bipyrimidines and oligopyrimidines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001978
Bis-arenediazo oxides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004588
Bis-arenediazo sulfides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004589
Bisphenols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000143
Bisphosphatidic acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001751
Bisphosphonates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000327
Borate esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004433
Borinanes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002910
Borinic acid derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003219
Borinic acid esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003220
Borinic acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003221
Boronic acid derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000498
Boronic acid esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001369
Boronic acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000415
Branched alkanes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004620
Branched cycloalkanes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004621
Branched fatty acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000338
Branched unsaturated hydrocarbons,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004622
Brassinolides and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001774
Brevetoxins and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001304
Briarane diterpenoids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002890
Brominated biphenyls,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000052
Brominated dibenzofurans,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004520
Bromoalkenes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003904
Bromobenzenes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001098
Bromodiphenyl ethers,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001845
Bromohydrins,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002607
Bromophenols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002764
Bufanolide glycosides and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001558
Bufanolides and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001557
Butenolides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002223
Butyrophenones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000350
Buxus alkaloids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002726
C-cinnamoyl glycosides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003478
C-glucuronides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002815
C-glycosyl compounds,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002204
C-nitro compounds,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004117
C-nitroso compounds,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003034
C-type proanthocyanidins,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004829
C19-gibberellin 6-carboxylic acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004013
C19-gibberellins,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002998
"C2-aryl pyrrolo[2,1-c][1,4]benzodiazepines",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004231
C2-linked imidazole ribonucleosides and ribonucleotides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003735
C20-gibberellin 20-carboxylic acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004015
C20-gibberellin 6-carboxylic acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004014
C20-gibberellins,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002999
C24-propyl sterols and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003061
C4-linked imidazole ribonucleosides and ribonucleotides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003736
C8-prenylated coumarins,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004821
CDP-diacylglycerols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001256
CDP-ethanolamines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004795
CDP-glycerols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001263
CDP-monoacylglycerols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001264
Cadinanolides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002048
Camptothecins,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000240
Capnellane and isocapnellane sesquiterpenoids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003581
Caprolactams,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000163
Caprolactones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001241
Carbacephems,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002318
Carbamate esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001162
Carbamic acid halides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001192
Carbamic acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000271
Carbamic acids and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000318
Carbapenams,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003066
Carbapenems,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000167
Carbazoles,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000210
"Carbene-type 1,3-dipolar compounds",https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003632
Carbenes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003629
Carbides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004469
Carbo-azosulfones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003209
Carbocyclic fatty acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000495
Carbodiimides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000157
Carbodiselenoic acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003169
Carbodithioic acid esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003877
Carbodithioic acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002541
Carbodithiolactones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003878
Carbohydrates and carbohydrate conjugates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000011
Carbonate salts,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004447
Carbonic acid diesters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001611
Carbonic acid ester halides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001652
Carbonic acid monoesters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001655
Carbonucleotoids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001848
Carbonyl compounds,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001831
Carbonyl hydrates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001605
Carbonyl imides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002033
Carbonyl oxides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002034
Carbonyl ylides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003622
Carbonylimidazoles,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002529
Carbonylnitrenes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003974
Carbopeptoids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001849
Carboperoxoic acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003164
Carboperoxoselenoic acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003165
Carboperoxothioic OO-acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003166
Carboselenoamides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003127
Carboselenoic acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003126
Carboselenoic acids and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002427
Carboselenothioic S-acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003167
Carboselenothioic Se-acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003168
Carbotelluroamides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003129
Carbotelluroic acids and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003128
Carbothioic O-acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003108
Carbothioic O-esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003874
Carbothioic O-lactones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003875
Carbothioic S-acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003107
Carbothioic S-esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003872
Carbothioic S-lactones,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003873
Carbothioic halides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003876
Carboxamidines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001045
Carboximidamides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003152
Carboximidic acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002484
Carboximidic acids and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002285
Carboximidohydrazides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003153
Carboxylic acid amide acetals,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001667
Carboxylic acid amides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000475
Carboxylic acid anhydrides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001240
Carboxylic acid azides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001239
Carboxylic acid derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001093
Carboxylic acid esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001238
Carboxylic acid hydrazides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001165
Carboxylic acid imides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001657
Carboxylic acid orthoesters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001237
Carboxylic acid salts,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001166
Carboxylic acids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001205
Carboxylic acids and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000265
Cardenolide glycosides and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001559
Cardenolides and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001555
Cardiolipins,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001233
Carnitines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001609
Carotenes,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001411
Carotenoids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001277
Catechin gallates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001587
Catechins,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001584
Catecholamines and derivatives,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000182
Catechols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000135
Cedrane and isocedrane sesquiterpenoids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003752
Cembrane diterpenoids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000008
Cembranolides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002502
Cephalosporin 3'-carbamates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004410
Cephalosporin 3'-esters,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0004411
Cephalosporins,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000173
Cephalotaxus alkaloids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003778
Cephams,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001456
Cephamycins,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001458
Cephems,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0000168
Ceramide 2-N-methylaminoethylphosphonates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003604
Ceramide aminoethylphosphonates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003605
Ceramide phosphoethanolamines,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001394
Ceramide phosphoinositols,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001399
Ceramide-1-phosphates,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0003390
Ceramides,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0001418
Cerveratrum-type alkaloids,https://data.omgeving.vlaanderen.be/id/concept/chemical_substance/0002729
